date,store_id,store_name,city,gmv,placed,orders,bad_orders,failed_orders,active_time,working_time,availability_observations,online_hours,scheduled_hours,availability_pct,bad_order_rate_pct,failed_order_rate_pct,gmv_dod_pct,orders_dod_pct,bad_orders_dod_pct,failed_orders_dod_pct,availability_dod_pp,online_hours_dod_pct,gmv_wow_pct,orders_wow_pct,bad_orders_wow_pct,failed_orders_wow_pct,availability_wow_pp,online_hours_wow_pct,week,currency
2026-06-01,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,44.28944141295559,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,,,,,,,,,,,,,2026-06-01,EUR
2026-06-02,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,96.23887315554072,17,10,1,7,700.3166666666667,700.3166666666667,1,11.6719,11.6719,100.0,10.0,41.18,117.3,233.33,,,0.0,-0.1,,,,,,,2026-06-01,EUR
2026-06-03,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,27.978490388824177,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-70.93,-70.0,-100.0,-100.0,0.0,0.1,,,,,,,2026-06-01,EUR
2026-06-04,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,25.43187698583433,1,1,0,0,701.6,701.6,1,11.6933,11.6933,100.0,0.0,0.0,-9.1,-66.67,,,0.0,0.09,,,,,,,2026-06-01,EUR
2026-06-05,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,45.24682295122939,5,4,0,1,700.3166666666667,700.3166666666667,1,11.6719,11.6719,100.0,0.0,20.0,77.91,300.0,,,0.0,-0.18,,,,,,,2026-06-01,EUR
2026-06-06,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,96.8150866830719,9,9,3,0,701.0,701.0,1,11.6833,11.6833,100.0,33.33,0.0,113.97,125.0,,-100.0,0.0,0.1,,,,,,,2026-06-01,EUR
2026-06-07,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,42.35570582467216,4,4,3,0,701.0,701.0,1,11.6833,11.6833,100.0,75.0,0.0,-56.25,-55.56,0.0,,0.0,0.0,,,,,,,2026-06-01,EUR
2026-06-08,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,42.9015732088553,4,4,1,0,700.1,700.1,1,11.6683,11.6683,100.0,25.0,0.0,1.29,0.0,-66.67,,0.0,-0.13,-3.13,33.33,,,0.0,-0.13,2026-06-08,EUR
2026-06-09,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,34.47117644057635,4,4,0,0,701.6666666666666,701.6666666666666,1,11.6944,11.6944,100.0,0.0,0.0,-19.65,0.0,-100.0,,0.0,0.22,-64.18,-60.0,-100.0,-100.0,0.0,0.19,2026-06-08,EUR
2026-06-10,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,106.33112043822234,7,7,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,208.46,75.0,,,0.0,-0.09,280.05,133.33,,,0.0,0.0,2026-06-08,EUR
2026-06-11,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,13.136459971146389,1,1,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-87.65,-85.71,,,0.0,0.0,-48.35,0.0,,,0.0,-0.09,2026-06-08,EUR
2026-06-12,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,15.884765847309115,2,2,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,20.92,100.0,,,0.0,0.0,-64.89,-50.0,,-100.0,0.0,0.1,2026-06-08,EUR
2026-06-13,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,24.880196910789508,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,56.63,50.0,,,0.0,0.0,-74.3,-66.67,-100.0,,0.0,0.0,2026-06-08,EUR
2026-06-14,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,197.34794042557667,13,12,0,1,701.0,701.0,1,11.6833,11.6833,100.0,0.0,7.69,693.19,300.0,,,0.0,0.0,365.93,200.0,-100.0,,0.0,0.0,2026-06-08,EUR
2026-06-15,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,39.2086653301602,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-80.13,-58.33,,-100.0,0.0,0.0,-8.61,25.0,-100.0,,0.0,0.13,2026-06-15,EUR
2026-06-16,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,27.581681173011194,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-29.65,-40.0,,,0.0,0.0,-19.99,-25.0,,,0.0,-0.09,2026-06-15,EUR
2026-06-17,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,117.4325628273828,8,8,5,0,701.0,701.0,1,11.6833,11.6833,100.0,62.5,0.0,325.76,166.67,,,0.0,0.0,10.44,14.29,,,0.0,0.0,2026-06-15,EUR
2026-06-18,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,7.754580386266118,1,1,0,0,700.2833333333333,700.2833333333333,1,11.6714,11.6714,100.0,0.0,0.0,-93.4,-87.5,-100.0,,0.0,-0.1,-40.97,0.0,,,0.0,-0.1,2026-06-15,EUR
2026-06-19,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,88.5222988878275,7,7,1,0,701.0,701.0,1,11.6833,11.6833,100.0,14.29,0.0,1041.55,600.0,,,0.0,0.1,457.28,250.0,,,0.0,0.0,2026-06-15,EUR
2026-06-20,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,10.377932532374558,2,2,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-88.28,-71.43,-100.0,,0.0,0.0,-58.29,-33.33,,,0.0,0.0,2026-06-15,EUR
2026-06-21,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,10.289119164055837,2,2,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-0.86,0.0,,,0.0,0.0,-94.79,-83.33,,-100.0,0.0,0.0,2026-06-15,EUR
2026-06-22,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,26.55067426724804,2,2,0,0,700.9333333333333,700.9333333333333,1,11.6822,11.6822,100.0,0.0,0.0,158.05,0.0,,,0.0,-0.01,-32.28,-60.0,,,0.0,-0.01,2026-06-22,EUR
2026-06-23,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,66.17445829105027,5,5,0,0,701.3666666666667,701.3666666666667,1,11.6894,11.6894,100.0,0.0,0.0,149.24,150.0,,,0.0,0.06,139.92,66.67,,,0.0,0.05,2026-06-22,EUR
2026-06-24,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,11.54294751988194,1,1,0,0,701.1,701.1,1,11.685,11.685,100.0,0.0,0.0,-82.56,-80.0,,,0.0,-0.04,-90.17,-87.5,-100.0,,0.0,0.01,2026-06-22,EUR
2026-06-25,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,28.699964009663685,3,3,1,0,701.0,701.0,1,11.6833,11.6833,100.0,33.33,0.0,148.64,200.0,,,0.0,-0.01,270.1,200.0,,,0.0,0.1,2026-06-22,EUR
2026-06-26,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,25.97520496188514,2,2,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-9.49,-33.33,-100.0,,0.0,0.0,-70.66,-71.43,-100.0,,0.0,0.0,2026-06-22,EUR
2026-06-27,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,31.43905794303692,3,3,1,0,701.0,701.0,1,11.6833,11.6833,100.0,33.33,0.0,21.03,50.0,,,0.0,0.0,202.94,50.0,,,0.0,0.0,2026-06-22,EUR
2026-06-28,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,23.519395785781303,2,2,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-25.19,-33.33,-100.0,,0.0,0.0,128.59,0.0,,,0.0,0.0,2026-06-22,EUR
2026-06-29,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,29.06808000585353,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,23.59,50.0,,,0.0,0.0,9.48,50.0,,,0.0,0.01,2026-06-29,EUR
2026-06-30,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,29.986573494274985,3,3,1,0,700.9666666666667,700.9666666666667,1,11.6828,11.6828,100.0,33.33,0.0,3.16,0.0,,,0.0,-0.0,-54.69,-40.0,,,0.0,-0.06,2026-06-29,EUR
2026-07-01,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,80.46338264872476,9,9,1,0,700.5666666666667,700.5666666666667,1,11.6761,11.6761,100.0,11.11,0.0,168.33,200.0,0.0,,0.0,-0.06,597.08,800.0,,,0.0,-0.08,2026-06-29,EUR
2026-07-02,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,52.11767437133084,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-35.23,-44.44,-100.0,,0.0,0.06,81.59,66.67,-100.0,,0.0,0.0,2026-06-29,EUR
2026-07-03,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,40.29007697008888,2,2,1,0,701.0,701.0,1,11.6833,11.6833,100.0,50.0,0.0,-22.69,-60.0,,,0.0,0.0,55.11,0.0,,,0.0,0.0,2026-06-29,EUR
2026-07-04,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,3.032918960506888,1,1,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-92.47,-50.0,-100.0,,0.0,0.0,-90.35,-66.67,-100.0,,0.0,0.0,2026-06-29,EUR
2026-07-05,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,63.03961571775841,5,5,1,0,701.8,701.8,1,11.6967,11.6967,100.0,20.0,0.0,1978.51,400.0,,,0.0,0.11,168.03,150.0,,,0.0,0.11,2026-06-29,EUR
2026-07-06,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,65.95967141558978,6,6,0,0,700.1,700.1,1,11.6683,11.6683,100.0,0.0,0.0,4.63,20.0,-100.0,,0.0,-0.24,126.91,100.0,,,0.0,-0.13,2026-07-06,EUR
2026-07-07,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,46.73970437978614,4,4,0,0,701.0333333333333,701.0333333333333,1,11.6839,11.6839,100.0,0.0,0.0,-29.14,-33.33,,,0.0,0.13,55.87,33.33,-100.0,,0.0,0.01,2026-07-06,EUR
2026-07-08,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,23.88215499635749,3,3,0,0,701.6833333333333,701.6833333333333,1,11.6947,11.6947,100.0,0.0,0.0,-48.9,-25.0,,,0.0,0.09,-70.32,-66.67,-100.0,,0.0,0.16,2026-07-06,EUR
2026-07-09,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,12.865129135395748,2,1,0,1,701.7166666666667,701.7166666666667,1,11.6953,11.6953,100.0,0.0,50.0,-46.13,-66.67,,,0.0,0.01,-75.32,-80.0,,,0.0,0.1,2026-07-06,EUR
2026-07-10,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,105.56796038103548,9,9,1,0,700.4833333333333,700.4833333333333,1,11.6747,11.6747,100.0,11.11,0.0,720.57,800.0,,-100.0,0.0,-0.18,162.02,350.0,0.0,,0.0,-0.07,2026-07-06,EUR
2026-07-11,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,49.48247550485928,6,4,0,2,701.0,701.0,1,11.6833,11.6833,100.0,0.0,33.33,-53.13,-55.56,-100.0,,0.0,0.07,1531.51,300.0,,,0.0,0.0,2026-07-06,EUR
2026-07-12,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,95.77784000518854,4,4,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,93.56,0.0,,-100.0,0.0,0.0,51.93,-20.0,-100.0,,0.0,-0.11,2026-07-06,EUR
2026-07-13,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,88.56311517581197,7,6,2,1,701.0,701.0,1,11.6833,11.6833,100.0,33.33,14.29,-7.53,50.0,,,0.0,0.0,34.27,0.0,,,0.0,0.13,2026-07-13,EUR
2026-07-14,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,148.79960583096533,9,9,2,0,701.0,701.0,1,11.6833,11.6833,100.0,22.22,0.0,68.02,50.0,0.0,-100.0,0.0,0.0,218.36,125.0,,,0.0,-0.01,2026-07-13,EUR
2026-07-15,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,41.689193972595305,4,4,0,0,701.3666666666667,701.3666666666667,1,11.6894,11.6894,100.0,0.0,0.0,-71.98,-55.56,-100.0,,0.0,0.05,74.56,33.33,,,0.0,-0.05,2026-07-13,EUR
2026-07-16,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,187.5348582880382,11,10,1,1,700.5,700.5,1,11.675,11.675,100.0,10.0,9.09,349.84,150.0,,,0.0,-0.12,1357.7,900.0,,0.0,0.0,-0.17,2026-07-13,EUR
2026-07-17,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,106.25233283229046,7,7,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-43.34,-30.0,-100.0,-100.0,0.0,0.07,0.65,-22.22,-100.0,,0.0,0.07,2026-07-13,EUR
2026-07-18,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,45.7053567927549,3,3,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-56.98,-57.14,,,0.0,0.0,-7.63,-25.0,,-100.0,0.0,0.0,2026-07-13,EUR
2026-07-19,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,90.42527093902967,8,7,0,1,701.0,701.0,1,11.6833,11.6833,100.0,0.0,12.5,97.84,133.33,,,0.0,0.0,-5.59,75.0,,,0.0,0.0,2026-07-13,EUR
2026-07-20,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,128.33811602934597,10,10,0,0,701.15,701.15,1,11.6858,11.6858,100.0,0.0,0.0,41.93,42.86,,-100.0,0.0,0.02,44.91,66.67,-100.0,-100.0,0.0,0.02,2026-07-20,EUR
2026-07-21,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,78.7501828587981,11,5,2,6,701.0,701.0,1,11.6833,11.6833,100.0,40.0,54.55,-38.64,-50.0,,,0.0,-0.02,-47.08,-44.44,0.0,,0.0,0.0,2026-07-20,EUR
2026-07-22,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,67.42148986220485,7,7,3,0,701.0,701.0,1,11.6833,11.6833,100.0,42.86,0.0,-14.39,40.0,50.0,-100.0,0.0,0.0,61.72,75.0,,,0.0,-0.05,2026-07-20,EUR
2026-07-23,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,46.76427905037596,5,5,1,0,700.75,700.75,1,11.6792,11.6792,100.0,20.0,0.0,-30.64,-28.57,-66.67,,0.0,-0.04,-75.06,-50.0,0.0,-100.0,0.0,0.04,2026-07-20,EUR
2026-07-24,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,127.72647323307902,11,10,0,1,701.0,701.0,1,11.6833,11.6833,100.0,0.0,9.09,173.13,100.0,-100.0,,0.0,0.04,20.21,42.86,,,0.0,0.0,2026-07-20,EUR
2026-07-25,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,133.8234965575329,10,10,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,4.77,0.0,,-100.0,0.0,0.0,192.8,233.33,,,0.0,0.0,2026-07-20,EUR
2026-07-26,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,74.69725358955867,6,6,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-44.18,-40.0,,,0.0,0.0,-17.39,-14.29,,-100.0,0.0,0.0,2026-07-20,EUR
2026-07-27,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,70.9443474515381,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-5.02,-16.67,,,0.0,0.0,-44.72,-50.0,,,0.0,-0.02,2026-07-27,EUR
2026-07-28,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,61.58319307380973,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-13.2,0.0,,,0.0,0.0,-21.8,0.0,-100.0,-100.0,0.0,0.0,2026-07-27,EUR
2026-07-29,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,190.96834955799332,11,11,1,0,701.6,701.6,1,11.6933,11.6933,100.0,9.09,0.0,210.1,120.0,,,0.0,0.09,183.25,57.14,-66.67,,0.0,0.09,2026-07-27,EUR
2026-07-30,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,89.67937308982133,5,5,1,0,701.1166666666667,701.1166666666667,1,11.6853,11.6853,100.0,20.0,0.0,-53.04,-54.55,0.0,,0.0,-0.07,91.77,0.0,0.0,,0.0,0.05,2026-07-27,EUR
2026-07-31,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,107.66303759189778,6,6,1,0,701.0,701.0,1,11.6833,11.6833,100.0,16.67,0.0,20.05,20.0,0.0,,0.0,-0.02,-15.71,-40.0,,-100.0,0.0,0.0,2026-07-27,EUR
2026-08-01,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,269.03813905833505,11,11,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,149.89,83.33,-100.0,,0.0,0.0,101.04,10.0,,,0.0,0.0,2026-07-27,EUR
2026-08-02,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,102.01932025508104,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-62.08,-54.55,,,0.0,0.0,36.58,-16.67,,,0.0,0.0,2026-07-27,EUR
2026-08-03,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,86.77547089210685,5,5,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-14.94,0.0,,,0.0,0.0,22.31,0.0,,,0.0,0.0,2026-08-03,EUR
2026-08-04,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,243.83983341372405,13,13,0,0,701.1833333333333,701.1833333333333,1,11.6864,11.6864,100.0,0.0,0.0,181.0,160.0,,,0.0,0.03,295.95,160.0,,,0.0,0.03,2026-08-03,EUR
2026-08-05,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,123.70559522910452,8,8,0,0,701.0,701.0,1,11.6833,11.6833,100.0,0.0,0.0,-49.27,-38.46,,,0.0,-0.03,-35.22,-27.27,-100.0,,0.0,-0.09,2026-08-03,EUR
2026-08-06,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,179.9170160362945,11,11,0,0,701.0166666666667,701.0166666666667,1,11.6836,11.6836,100.0,0.0,0.0,45.44,37.5,,,0.0,0.0,100.62,120.0,-100.0,,0.0,-0.01,2026-08-03,EUR
2026-08-07,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,151.341450694322,11,11,3,0,701.0333333333333,701.0333333333333,1,11.6839,11.6839,100.0,27.27,0.0,-15.88,0.0,,,0.0,0.0,40.57,83.33,200.0,,0.0,0.01,2026-08-03,EUR
2026-08-08,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,237.7883877793145,12,11,2,1,701.0,701.0,1,11.6833,11.6833,100.0,18.18,8.33,57.12,0.0,-33.33,,0.0,-0.01,-11.62,0.0,,,0.0,0.0,2026-08-03,EUR
2026-08-09,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,100.78573146551024,8,7,0,1,700.9333333333333,700.9333333333333,1,11.6822,11.6822,100.0,0.0,12.5,-57.62,-36.36,-100.0,0.0,0.0,-0.01,-1.21,40.0,,,0.0,-0.01,2026-08-03,EUR
2026-08-10,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,158.87981836272007,12,12,2,0,701.0,701.0,1,11.6833,11.6833,100.0,16.67,0.0,57.64,71.43,,-100.0,0.0,0.01,83.09,140.0,,,0.0,0.0,2026-08-10,EUR
2026-08-11,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,137.69434949733193,11,10,2,1,701.0,701.0,1,11.6833,11.6833,100.0,20.0,9.09,-13.33,-16.67,0.0,,0.0,0.0,-43.53,-23.08,,,0.0,-0.03,2026-08-10,EUR
2026-08-12,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,214.56480793187225,13,12,1,1,701.0,701.0,1,11.6833,11.6833,100.0,8.33,7.69,55.83,20.0,-50.0,0.0,0.0,0.0,73.45,50.0,,,0.0,0.0,2026-08-10,EUR
2026-08-13,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,125.2317463229908,9,9,2,0,700.4333333333333,700.4333333333333,1,11.6739,11.6739,100.0,22.22,0.0,-41.63,-25.0,100.0,-100.0,0.0,-0.08,-30.39,-18.18,,,0.0,-0.08,2026-08-10,EUR
2026-08-14,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,272.97296057017644,17,16,1,1,701.0,701.0,1,11.6833,11.6833,100.0,6.25,5.88,117.97,77.78,-50.0,,0.0,0.08,80.37,45.45,-66.67,,0.0,-0.01,2026-08-10,EUR
2026-08-15,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,174.83837396512328,13,12,2,1,701.0,701.0,1,11.6833,11.6833,100.0,16.67,7.69,-35.95,-25.0,100.0,0.0,0.0,0.0,-26.47,9.09,0.0,0.0,0.0,0.0,2026-08-10,EUR
2026-08-16,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,203.2193241268149,12,12,1,0,701.0166666666667,701.0166666666667,1,11.6836,11.6836,100.0,8.33,0.0,16.23,0.0,-50.0,-100.0,0.0,0.0,101.64,71.43,,-100.0,0.0,0.01,2026-08-10,EUR
2026-08-17,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,146.67401446943504,9,8,1,1,701.0,701.0,1,11.6833,11.6833,100.0,12.5,11.11,-27.82,-33.33,0.0,,0.0,-0.0,-7.68,-33.33,-50.0,,0.0,0.0,2026-08-17,EUR
2026-08-18,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,172.691969754245,12,12,2,0,700.6,700.6,1,11.6767,11.6767,100.0,16.67,0.0,17.74,50.0,100.0,-100.0,0.0,-0.06,25.42,20.0,0.0,-100.0,0.0,-0.06,2026-08-17,EUR
2026-08-19,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,290.74076436850555,20,20,5,0,701.0,701.0,1,11.6833,11.6833,100.0,25.0,0.0,68.36,66.67,150.0,,0.0,0.06,35.5,66.67,400.0,-100.0,0.0,0.0,2026-08-17,EUR
2026-08-20,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,158.7480905189629,12,12,3,0,701.0166666666667,701.0166666666667,1,11.6836,11.6836,100.0,25.0,0.0,-45.4,-40.0,-40.0,,0.0,0.0,26.76,33.33,50.0,,0.0,0.08,2026-08-17,EUR
2026-08-21,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,213.61420774152225,13,13,5,0,700.7333333333333,700.7333333333333,1,11.6789,11.6789,100.0,38.46,0.0,34.56,8.33,66.67,,0.0,-0.04,-21.75,-18.75,400.0,-100.0,0.0,-0.04,2026-08-17,EUR
2026-08-22,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,295.4757437443958,21,21,1,0,701.0,701.0,1,11.6833,11.6833,100.0,4.76,0.0,38.32,61.54,-80.0,,0.0,0.04,69.0,75.0,-50.0,-100.0,0.0,0.0,2026-08-17,EUR
2026-08-23,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,287.10188594332374,20,18,2,2,701.0,701.0,1,11.6833,11.6833,100.0,11.11,10.0,-2.83,-14.29,100.0,,0.0,0.0,41.28,50.0,100.0,,0.0,-0.0,2026-08-17,EUR
2026-08-24,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,285.81375424972856,18,18,3,0,701.2,701.2,1,11.6867,11.6867,100.0,16.67,0.0,-0.45,0.0,50.0,-100.0,0.0,0.03,94.86,125.0,200.0,-100.0,0.0,0.03,2026-08-24,EUR
2026-08-25,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,349.0849163129857,17,16,6,1,701.0,701.0,1,11.6833,11.6833,100.0,37.5,5.88,22.14,-11.11,100.0,,0.0,-0.03,102.14,33.33,200.0,,0.0,0.06,2026-08-24,EUR
2026-08-26,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,295.884413772436,21,20,3,1,701.0166666666667,701.0166666666667,1,11.6836,11.6836,100.0,15.0,4.76,-15.24,25.0,-50.0,0.0,0.0,0.0,1.77,0.0,-40.0,,0.0,0.0,2026-08-24,EUR
2026-08-27,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,30.83871683878562,5,3,2,2,240.6,701.0,1,4.01,11.6833,34.32,66.67,40.0,-89.58,-85.0,-33.33,100.0,-65.68,-65.68,-80.57,-75.0,-33.33,,-65.68,-65.68,2026-08-24,EUR
2026-08-28,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,251.9944933144173,16,15,1,1,580.7333333333333,701.0,1,9.6789,11.6833,82.84,6.67,6.25,717.14,400.0,-50.0,-50.0,48.52,141.37,17.97,15.38,-80.0,,-17.16,-17.12,2026-08-24,EUR
2026-08-29,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,9.31663153177415,3,1,0,2,130.75,701.0,1,2.1792,11.6833,18.65,0.0,66.67,-96.3,-93.33,-100.0,100.0,-64.19,-77.49,-96.85,-95.24,-100.0,,-81.35,-81.35,2026-08-24,EUR
2026-08-30,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,0.0,0,0,0,0,0.0,701.0,1,0.0,11.6833,0.0,,,-100.0,-100.0,,-100.0,-18.65,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2026-08-24,EUR
2026-08-31,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,0.0,0,0,0,0,0.0,701.3333333333334,1,0.0,11.6889,0.0,,,,,,,0.0,,-100.0,-100.0,-100.0,,-100.0,-100.0,2026-08-31,EUR
2026-09-01,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,250.5601613167422,25,13,1,12,450.06666666666666,701.0,1,7.5011,11.6833,64.2,7.69,48.0,,,,,64.2,,-28.22,-18.75,-83.33,1100.0,-35.8,-35.8,2026-08-31,EUR
2026-09-02,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,188.12124335048327,24,10,2,14,701.0,701.0,1,11.6833,11.6833,100.0,20.0,58.33,-24.92,-23.08,100.0,16.67,35.8,55.75,-36.42,-50.0,-33.33,1300.0,0.0,-0.0,2026-08-31,EUR
2026-09-03,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,287.24268090201343,31,17,8,14,520.2666666666667,701.0,1,8.6711,11.6833,74.22,47.06,45.16,52.69,70.0,300.0,0.0,-25.78,-25.78,831.44,466.67,300.0,600.0,39.9,116.24,2026-08-31,EUR
2026-09-04,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,503.4779794108069,34,27,16,7,701.0333333333333,701.0333333333333,1,11.6839,11.6839,100.0,59.26,20.59,75.28,58.82,100.0,-50.0,25.78,34.75,99.8,80.0,1500.0,600.0,17.16,20.72,2026-08-31,EUR
2026-09-05,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,231.8372643849445,11,10,0,1,414.65,701.0,1,6.9108,11.6833,59.15,0.0,9.09,-53.95,-62.96,-100.0,-85.71,-40.85,-40.85,2388.42,900.0,,-50.0,40.5,217.13,2026-08-31,EUR
2026-09-06,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,0.0,0,0,0,0,0.0,701.3333333333334,1,0.0,11.6889,0.0,,,-100.0,-100.0,,-100.0,-59.15,-100.0,,,,,0.0,,2026-08-31,EUR
2026-09-07,198953,"VARUS, пр. Олександра Поля, 104",Dnipro,61.71270538847109,5,4,0,1,452.6166666666667,701.0,1,7.5436,11.6833,64.57,0.0,20.0,,,,,64.57,,,,,,64.57,,2026-09-07,EUR
